Código Venda;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
67151;12/12/2019;Shopping Recife;Polo Liso;1;R$ 137,00;R$ 137,00
67151;12/12/2019;Shopping Recife;Camisa Listrado;2;R$ 108,00;R$ 216,00
67151;12/12/2019;Shopping Recife;Sunga;2;R$ 100,00;R$ 200,00
67151;12/12/2019;Shopping Recife;Sapato Linho;1;R$ 391,00;R$ 391,00
67152;12/12/2019;Passei das Águas Shopping;Bermuda Listrado;5;R$ 163,00;R$ 815,00
67152;12/12/2019;Passei das Águas Shopping;Cinto Estampa;3;R$ 209,00;R$ 627,00
67154;12/12/2019;Shopping Center Interlagos;Pulseira Listrado;1;R$ 79,00;R$ 79,00
67157;12/12/2019;Shopping Eldorado;Tênis Estampa;1;R$ 256,00;R$ 256,00
67157;12/12/2019;Shopping Eldorado;Relógio;2;R$ 200,00;R$ 400,00
67158;12/12/2019;Shopping Midway Mall;Bermuda Estampa;2;R$ 169,00;R$ 338,00
67158;12/12/2019;Shopping Midway Mall;Relógio;3;R$ 200,00;R$ 600,00
67158;12/12/2019;Shopping Midway Mall;Chinelo Estampa;1;R$ 74,00;R$ 74,00
67158;12/12/2019;Shopping Midway Mall;Pulseira Linho;5;R$ 114,00;R$ 570,00
67158;12/12/2019;Shopping Midway Mall;Polo Linho;4;R$ 176,00;R$ 704,00
67160;12/12/2019;Shopping Barra;Meia Estampa;5;R$ 50,00;R$ 250,00
67163;12/12/2019;Shopping Iguatemi Fortaleza;Short Linho;1;R$ 133,00;R$ 133,00
67164;12/12/2019;Norte Shopping;Short Linho;2;R$ 133,00;R$ 266,00
67164;12/12/2019;Norte Shopping;Chinelo Liso;3;R$ 71,00;R$ 213,00
67164;12/12/2019;Norte Shopping;Tênis;2;R$ 250,00;R$ 500,00
67164;12/12/2019;Norte Shopping;Camisa Linho;2;R$ 141,00;R$ 282,00
67168;12/12/2019;Rio Mar Recife;Relógio Estampa;1;R$ 219,00;R$ 219,00
67169;12/12/2019;Shopping Vila Velha;Cueca Listrado;2;R$ 67,00;R$ 134,00
67170;12/12/2019;Shopping Midway Mall;Polo Liso;1;R$ 137,00;R$ 137,00
67170;12/12/2019;Shopping Midway Mall;Meia Estampa;1;R$ 50,00;R$ 50,00
67170;12/12/2019;Shopping Midway Mall;Sapato;3;R$ 350,00;R$ 1.050,00
67172;12/12/2019;Shopping Ibirapuera;Cinto Linho;2;R$ 248,00;R$ 496,00
67175;12/12/2019;Norte Shopping;Short Xadrez;2;R$ 100,00;R$ 200,00
67176;12/12/2019;Parque Dom Pedro Shopping;Sunga;1;R$ 100,00;R$ 100,00
67176;12/12/2019;Parque Dom Pedro Shopping;Chinelo Estampa;3;R$ 74,00;R$ 222,00
67176;12/12/2019;Parque Dom Pedro Shopping;Terno Liso;2;R$ 720,00;R$ 1.440,00
67180;12/12/2019;Shopping Morumbi;Terno Linho;5;R$ 750,00;R$ 3.750,00
67181;12/12/2019;Passei das Águas Shopping;Short Liso;1;R$ 108,00;R$ 108,00
67181;12/12/2019;Passei das Águas Shopping;Camiseta;2;R$ 180,00;R$ 360,00
67183;12/12/2019;Shopping Center Interlagos;Meia Liso;3;R$ 38,00;R$ 114,00
67183;12/12/2019;Shopping Center Interlagos;Meia Listrado;1;R$ 37,00;R$ 37,00
67183;12/12/2019;Shopping Center Interlagos;Camisa Xadrez;4;R$ 105,00;R$ 420,00
67183;12/12/2019;Shopping Center Interlagos;Short Linho;2;R$ 133,00;R$ 266,00
67185;12/12/2019;Ribeirão Shopping;Relógio Estampa;1;R$ 219,00;R$ 219,00
67185;12/12/2019;Ribeirão Shopping;Relógio Xadrez;1;R$ 214,00;R$ 214,00
67185;12/12/2019;Ribeirão Shopping;Gorro Listrado;2;R$ 97,00;R$ 194,00
67185;12/12/2019;Ribeirão Shopping;Polo;1;R$ 130,00;R$ 130,00
67185;12/12/2019;Ribeirão Shopping;Bermuda Xadrez;4;R$ 155,00;R$ 620,00
67185;12/12/2019;Ribeirão Shopping;Pulseira Xadrez;2;R$ 87,00;R$ 174,00
67185;12/12/2019;Ribeirão Shopping;Tênis Xadrez;2;R$ 259,00;R$ 518,00
67185;12/12/2019;Ribeirão Shopping;Cinto;3;R$ 200,00;R$ 600,00
67187;12/12/2019;Shopping Barra;Cinto Linho;4;R$ 248,00;R$ 992,00
67188;12/12/2019;Shopping Midway Mall;Camisa Xadrez;4;R$ 105,00;R$ 420,00
67189;12/12/2019;Shopping Center Interlagos;Camiseta Listrado;1;R$ 197,00;R$ 197,00
67189;12/12/2019;Shopping Center Interlagos;Chinelo Estampa;1;R$ 74,00;R$ 74,00
67191;12/12/2019;Shopping Morumbi;Sapato Linho;1;R$ 391,00;R$ 391,00
67193;12/12/2019;Salvador Shopping;Polo Estampa;1;R$ 138,00;R$ 138,00
67193;12/12/2019;Salvador Shopping;Mochila Linho;2;R$ 311,00;R$ 622,00
67194;12/12/2019;Iguatemi Esplanada;Polo Estampa;3;R$ 138,00;R$ 414,00
67197;12/12/2019;Bourbon Shopping SP;Casaco Listrado;2;R$ 269,00;R$ 538,00
67197;12/12/2019;Bourbon Shopping SP;Cueca Liso;2;R$ 69,00;R$ 138,00
67198;12/12/2019;Rio Mar Recife;Calça Listrado;2;R$ 181,00;R$ 362,00
67198;12/12/2019;Rio Mar Recife;Polo Listrado;4;R$ 149,00;R$ 596,00
67198;12/12/2019;Rio Mar Recife;Casaco Xadrez;2;R$ 259,00;R$ 518,00
67198;12/12/2019;Rio Mar Recife;Tênis Listrado;1;R$ 262,00;R$ 262,00
67200;12/12/2019;Parque Dom Pedro Shopping;Camiseta Liso;1;R$ 187,00;R$ 187,00
67200;12/12/2019;Parque Dom Pedro Shopping;Camisa;1;R$ 100,00;R$ 100,00
67200;12/12/2019;Parque Dom Pedro Shopping;Relógio;1;R$ 200,00;R$ 200,00
67201;12/12/2019;Palladium Shopping Curitiba;Relógio Liso;2;R$ 216,00;R$ 432,00
67201;12/12/2019;Palladium Shopping Curitiba;Tênis Xadrez;1;R$ 259,00;R$ 259,00
67202;12/12/2019;Parque Dom Pedro Shopping;Sunga Linho;1;R$ 149,00;R$ 149,00
67202;12/12/2019;Parque Dom Pedro Shopping;Cueca Xadrez;4;R$ 60,00;R$ 240,00
67204;12/12/2019;Norte Shopping;Camisa Listrado;1;R$ 108,00;R$ 108,00
67206;12/12/2019;Parque Dom Pedro Shopping;Gorro Estampa;1;R$ 93,00;R$ 93,00
67207;12/12/2019;Shopping Eldorado;Tênis Liso;1;R$ 266,00;R$ 266,00
67208;12/12/2019;Shopping Center Interlagos;Pulseira Liso;1;R$ 87,00;R$ 87,00
67209;12/12/2019;Rio Mar Recife;Camisa;2;R$ 100,00;R$ 200,00
67209;12/12/2019;Rio Mar Recife;Cinto Xadrez;4;R$ 215,00;R$ 860,00
67210;12/12/2019;Salvador Shopping;Calça Liso;1;R$ 190,00;R$ 190,00
67211;12/12/2019;Novo Shopping Ribeirão Preto;Relógio;1;R$ 200,00;R$ 200,00
67211;12/12/2019;Novo Shopping Ribeirão Preto;Meia;1;R$ 30,00;R$ 30,00
67214;12/12/2019;Iguatemi Campinas;Polo Linho;4;R$ 176,00;R$ 704,00
67215;12/12/2019;Shopping Eldorado;Cinto Linho;2;R$ 248,00;R$ 496,00
67216;12/12/2019;Shopping Vila Velha;Gorro Liso;3;R$ 92,00;R$ 276,00
67216;12/12/2019;Shopping Vila Velha;Camiseta Estampa;1;R$ 196,00;R$ 196,00
67216;12/12/2019;Shopping Vila Velha;Polo Xadrez;2;R$ 142,00;R$ 284,00
67217;12/12/2019;Rio Mar Shopping Fortaleza;Polo Xadrez;1;R$ 142,00;R$ 142,00
67218;12/12/2019;Shopping Recife;Camiseta Xadrez;2;R$ 200,00;R$ 400,00
67218;12/12/2019;Shopping Recife;Terno Linho;3;R$ 750,00;R$ 2.250,00
67219;12/12/2019;Center Shopping Uberlândia;Gorro Liso;4;R$ 92,00;R$ 368,00
67221;12/12/2019;Bourbon Shopping SP;Meia Linho;3;R$ 78,00;R$ 234,00
67222;12/12/2019;Rio Mar Recife;Cueca Listrado;1;R$ 67,00;R$ 67,00
67223;12/12/2019;Bourbon Shopping SP;Calça Xadrez;2;R$ 185,00;R$ 370,00
67224;12/12/2019;Center Shopping Uberlândia;Mochila Estampa;1;R$ 277,00;R$ 277,00
67227;12/12/2019;Shopping Midway Mall;Terno Xadrez;1;R$ 709,00;R$ 709,00
67227;12/12/2019;Shopping Midway Mall;Calça Liso;2;R$ 190,00;R$ 380,00
67228;12/12/2019;Passei das Águas Shopping;Camisa Gola V Estampa;2;R$ 118,00;R$ 236,00
67229;12/12/2019;Iguatemi Esplanada;Camisa Listrado;1;R$ 108,00;R$ 108,00
67229;12/12/2019;Iguatemi Esplanada;Bermuda Linho;1;R$ 195,00;R$ 195,00
67231;12/12/2019;Rio Mar Recife;Mochila Xadrez;4;R$ 283,00;R$ 1.132,00
67231;12/12/2019;Rio Mar Recife;Short Estampa;5;R$ 96,00;R$ 480,00
67235;12/12/2019;Bourbon Shopping SP;Polo Estampa;1;R$ 138,00;R$ 138,00
67237;12/12/2019;Shopping SP Market;Sapato Estampa;1;R$ 358,00;R$ 358,00
67237;12/12/2019;Shopping SP Market;Relógio Liso;1;R$ 216,00;R$ 216,00
67237;12/12/2019;Shopping SP Market;Mochila Xadrez;4;R$ 283,00;R$ 1.132,00
67238;12/12/2019;Shopping Eldorado;Mochila;2;R$ 270,00;R$ 540,00
67238;12/12/2019;Shopping Eldorado;Cinto Listrado;4;R$ 214,00;R$ 856,00
67239;12/12/2019;Norte Shopping;Gorro Estampa;3;R$ 93,00;R$ 279,00
67239;12/12/2019;Norte Shopping;Cinto Xadrez;3;R$ 215,00;R$ 645,00
67240;12/12/2019;Shopping Morumbi;Camisa Gola V Liso;1;R$ 118,00;R$ 118,00
67240;12/12/2019;Shopping Morumbi;Pulseira Estampa;1;R$ 87,00;R$ 87,00
67240;12/12/2019;Shopping Morumbi;Mochila Liso;1;R$ 276,00;R$ 276,00
67241;12/12/2019;Salvador Shopping;Chinelo Listrado;2;R$ 73,00;R$ 146,00
67242;12/12/2019;Palladium Shopping Curitiba;Sunga Xadrez;2;R$ 116,00;R$ 232,00
67243;12/12/2019;Novo Shopping Ribeirão Preto;Bermuda Listrado;2;R$ 163,00;R$ 326,00
67244;12/12/2019;Shopping Center Leste Aricanduva;Relógio Linho;1;R$ 240,00;R$ 240,00
67244;12/12/2019;Shopping Center Leste Aricanduva;Cueca Liso;1;R$ 69,00;R$ 69,00
67245;12/12/2019;Iguatemi Esplanada;Pulseira Liso;4;R$ 87,00;R$ 348,00
67246;12/12/2019;Shopping Vila Velha;Camisa Gola V Xadrez;2;R$ 107,00;R$ 214,00
67246;12/12/2019;Shopping Vila Velha;Camiseta Xadrez;4;R$ 200,00;R$ 800,00
67248;12/12/2019;Ribeirão Shopping;Camisa Xadrez;3;R$ 105,00;R$ 315,00
67249;12/12/2019;Shopping Center Leste Aricanduva;Chinelo Estampa;5;R$ 74,00;R$ 370,00
67250;12/12/2019;Norte Shopping;Short Xadrez;4;R$ 100,00;R$ 400,00
67250;12/12/2019;Norte Shopping;Calça Liso;2;R$ 190,00;R$ 380,00
67251;12/12/2019;Shopping Midway Mall;Camiseta Estampa;1;R$ 196,00;R$ 196,00
67252;12/12/2019;Shopping Eldorado;Camisa;3;R$ 100,00;R$ 300,00
67252;12/12/2019;Shopping Eldorado;Bermuda Linho;3;R$ 195,00;R$ 585,00
67253;12/12/2019;Shopping Recife;Camisa Gola V Listrado;1;R$ 116,00;R$ 116,00
67254;12/12/2019;Shopping Ibirapuera;Relógio;1;R$ 200,00;R$ 200,00
67254;12/12/2019;Shopping Ibirapuera;Chinelo Estampa;3;R$ 74,00;R$ 222,00
67255;12/12/2019;Shopping Barra;Terno Linho;2;R$ 750,00;R$ 1.500,00
67256;12/12/2019;Salvador Shopping;Sapato Linho;3;R$ 391,00;R$ 1.173,00
67257;12/12/2019;Shopping Recife;Cueca Estampa;3;R$ 66,00;R$ 198,00
67258;12/12/2019;Shopping Recife;Sapato Xadrez;1;R$ 368,00;R$ 368,00
67258;12/12/2019;Shopping Recife;Chinelo Liso;2;R$ 71,00;R$ 142,00
67259;12/12/2019;Shopping SP Market;Chinelo;3;R$ 60,00;R$ 180,00
67259;12/12/2019;Shopping SP Market;Camiseta;1;R$ 180,00;R$ 180,00
67259;12/12/2019;Shopping SP Market;Camisa Linho;2;R$ 141,00;R$ 282,00
67259;12/12/2019;Shopping SP Market;Pulseira Listrado;2;R$ 79,00;R$ 158,00
67261;12/12/2019;Rio Mar Recife;Chinelo Estampa;2;R$ 74,00;R$ 148,00
67261;12/12/2019;Rio Mar Recife;Polo;3;R$ 130,00;R$ 390,00
67262;12/12/2019;Palladium Shopping Curitiba;Bermuda Liso;3;R$ 157,00;R$ 471,00
67262;12/12/2019;Palladium Shopping Curitiba;Tênis Linho;1;R$ 294,00;R$ 294,00
67262;12/12/2019;Palladium Shopping Curitiba;Camisa Linho;2;R$ 141,00;R$ 282,00
67262;12/12/2019;Palladium Shopping Curitiba;Gorro Linho;2;R$ 124,00;R$ 248,00
67263;12/12/2019;Novo Shopping Ribeirão Preto;Sunga Liso;2;R$ 114,00;R$ 228,00
67264;12/12/2019;Shopping Vila Velha;Casaco Listrado;2;R$ 269,00;R$ 538,00
67264;12/12/2019;Shopping Vila Velha;Relógio;1;R$ 200,00;R$ 200,00
67265;12/12/2019;Shopping Morumbi;Tênis Xadrez;1;R$ 259,00;R$ 259,00
67266;12/12/2019;Salvador Shopping;Tênis Liso;3;R$ 266,00;R$ 798,00
67269;12/12/2019;Iguatemi Esplanada;Chinelo Listrado;3;R$ 73,00;R$ 219,00
67269;12/12/2019;Iguatemi Esplanada;Mochila Liso;5;R$ 276,00;R$ 1.380,00
67270;12/12/2019;Salvador Shopping;Terno;1;R$ 700,00;R$ 700,00
67270;12/12/2019;Salvador Shopping;Camisa Gola V Estampa;2;R$ 118,00;R$ 236,00
67270;12/12/2019;Salvador Shopping;Camiseta Liso;1;R$ 187,00;R$ 187,00
67271;12/12/2019;Iguatemi Campinas;Cinto Liso;1;R$ 209,00;R$ 209,00
67272;12/12/2019;Palladium Shopping Curitiba;Relógio Xadrez;3;R$ 214,00;R$ 642,00
67272;12/12/2019;Palladium Shopping Curitiba;Tênis Estampa;3;R$ 256,00;R$ 768,00
67272;12/12/2019;Palladium Shopping Curitiba;Relógio Estampa;4;R$ 219,00;R$ 876,00
67274;12/12/2019;Rio Mar Shopping Fortaleza;Mochila Xadrez;1;R$ 283,00;R$ 283,00
67275;12/12/2019;Shopping Eldorado;Relógio Estampa;5;R$ 219,00;R$ 1.095,00
67275;12/12/2019;Shopping Eldorado;Calça Liso;2;R$ 190,00;R$ 380,00
67276;12/12/2019;Salvador Shopping;Mochila Linho;1;R$ 311,00;R$ 311,00
67277;12/12/2019;Ribeirão Shopping;Terno Liso;3;R$ 720,00;R$ 2.160,00
67277;12/12/2019;Ribeirão Shopping;Camisa Xadrez;2;R$ 105,00;R$ 210,00
67278;12/12/2019;Norte Shopping;Chinelo Estampa;2;R$ 74,00;R$ 148,00
67278;12/12/2019;Norte Shopping;Terno;1;R$ 700,00;R$ 700,00
67279;12/12/2019;Shopping Center Interlagos;Casaco Estampa;3;R$ 256,00;R$ 768,00
67280;12/12/2019;Shopping Eldorado;Pulseira Listrado;2;R$ 79,00;R$ 158,00
67281;12/12/2019;Shopping Barra;Short Estampa;1;R$ 96,00;R$ 96,00
67281;12/12/2019;Shopping Barra;Casaco Estampa;3;R$ 256,00;R$ 768,00
67281;12/12/2019;Shopping Barra;Cinto;1;R$ 200,00;R$ 200,00
67282;12/12/2019;Palladium Shopping Curitiba;Camisa Gola V Estampa;1;R$ 118,00;R$ 118,00
67283;12/12/2019;Passei das Águas Shopping;Camisa Gola V Estampa;1;R$ 118,00;R$ 118,00
67288;12/12/2019;Center Shopping Uberlândia;Calça Linho;1;R$ 211,00;R$ 211,00
67288;12/12/2019;Center Shopping Uberlândia;Terno Estampa;2;R$ 706,00;R$ 1.412,00
67288;12/12/2019;Center Shopping Uberlândia;Calça Linho;1;R$ 211,00;R$ 211,00
67289;12/12/2019;Rio Mar Recife;Pulseira Xadrez;2;R$ 87,00;R$ 174,00
67289;12/12/2019;Rio Mar Recife;Camiseta Xadrez;3;R$ 200,00;R$ 600,00
67292;12/12/2019;Salvador Shopping;Sapato Estampa;5;R$ 358,00;R$ 1.790,00
67292;12/12/2019;Salvador Shopping;Cueca Liso;2;R$ 69,00;R$ 138,00
67294;12/12/2019;Shopping Barra;Meia;2;R$ 30,00;R$ 60,00
67295;12/12/2019;Parque Dom Pedro Shopping;Mochila;1;R$ 270,00;R$ 270,00
67295;12/12/2019;Parque Dom Pedro Shopping;Sapato;1;R$ 350,00;R$ 350,00
67297;12/12/2019;Shopping Barra;Cinto Linho;3;R$ 248,00;R$ 744,00
67297;12/12/2019;Shopping Barra;Terno Xadrez;1;R$ 709,00;R$ 709,00
67298;12/12/2019;Parque Dom Pedro Shopping;Cueca Listrado;1;R$ 67,00;R$ 67,00
67299;12/12/2019;Passei das Águas Shopping;Polo;1;R$ 130,00;R$ 130,00
67299;12/12/2019;Passei das Águas Shopping;Mochila Linho;1;R$ 311,00;R$ 311,00
67300;12/12/2019;Rio Mar Recife;Cueca;3;R$ 50,00;R$ 150,00
67301;12/12/2019;Shopping Morumbi;Sunga Liso;1;R$ 114,00;R$ 114,00
67301;12/12/2019;Shopping Morumbi;Cueca;2;R$ 50,00;R$ 100,00
67301;12/12/2019;Shopping Morumbi;Calça Estampa;1;R$ 177,00;R$ 177,00
67302;12/12/2019;Ribeirão Shopping;Sunga Liso;1;R$ 114,00;R$ 114,00
67302;12/12/2019;Ribeirão Shopping;Meia Linho;1;R$ 78,00;R$ 78,00
67302;12/12/2019;Ribeirão Shopping;Camiseta Listrado;1;R$ 197,00;R$ 197,00
67302;12/12/2019;Ribeirão Shopping;Camisa Gola V Liso;1;R$ 118,00;R$ 118,00
67303;12/12/2019;Shopping Center Interlagos;Polo;2;R$ 130,00;R$ 260,00
67303;12/12/2019;Shopping Center Interlagos;Cinto Xadrez;5;R$ 215,00;R$ 1.075,00
67303;12/12/2019;Shopping Center Interlagos;Casaco;4;R$ 250,00;R$ 1.000,00
67305;12/12/2019;Bourbon Shopping SP;Gorro Estampa;5;R$ 93,00;R$ 465,00
67306;12/12/2019;Shopping Ibirapuera;Camisa Gola V Linho;1;R$ 145,00;R$ 145,00
67306;12/12/2019;Shopping Ibirapuera;Terno Estampa;4;R$ 706,00;R$ 2.824,00
67306;12/12/2019;Shopping Ibirapuera;Chinelo;4;R$ 60,00;R$ 240,00
67307;12/12/2019;Iguatemi Campinas;Chinelo Listrado;1;R$ 73,00;R$ 73,00
67308;12/12/2019;Shopping Vila Velha;Calça Estampa;2;R$ 177,00;R$ 354,00
67308;12/12/2019;Shopping Vila Velha;Calça Estampa;1;R$ 177,00;R$ 177,00
67310;12/12/2019;Rio Mar Shopping Fortaleza;Meia Xadrez;1;R$ 41,00;R$ 41,00
67310;12/12/2019;Rio Mar Shopping Fortaleza;Polo;3;R$ 130,00;R$ 390,00
67310;12/12/2019;Rio Mar Shopping Fortaleza;Gorro Estampa;2;R$ 93,00;R$ 186,00
67313;12/12/2019;Shopping Center Leste Aricanduva;Relógio Listrado;5;R$ 218,00;R$ 1.090,00
67313;12/12/2019;Shopping Center Leste Aricanduva;Camisa Gola V Estampa;1;R$ 118,00;R$ 118,00
67315;12/12/2019;Rio Mar Recife;Calça Liso;5;R$ 190,00;R$ 950,00
67315;12/12/2019;Rio Mar Recife;Gorro Xadrez;2;R$ 85,00;R$ 170,00
67315;12/12/2019;Rio Mar Recife;Camiseta;3;R$ 180,00;R$ 540,00
67317;12/12/2019;Novo Shopping Ribeirão Preto;Casaco Estampa;2;R$ 256,00;R$ 512,00
67317;12/12/2019;Novo Shopping Ribeirão Preto;Polo Listrado;1;R$ 149,00;R$ 149,00
67318;12/12/2019;Shopping Recife;Polo Listrado;3;R$ 149,00;R$ 447,00
67319;12/12/2019;Shopping Vila Velha;Cinto;3;R$ 200,00;R$ 600,00
67320;12/12/2019;Shopping Center Leste Aricanduva;Sapato Liso;3;R$ 368,00;R$ 1.104,00
67320;12/12/2019;Shopping Center Leste Aricanduva;Casaco Estampa;5;R$ 256,00;R$ 1.280,00
67320;12/12/2019;Shopping Center Leste Aricanduva;Sapato Liso;2;R$ 368,00;R$ 736,00
67320;12/12/2019;Shopping Center Leste Aricanduva;Sunga Xadrez;1;R$ 116,00;R$ 116,00
67322;12/12/2019;Parque Dom Pedro Shopping;Camisa Estampa;4;R$ 113,00;R$ 452,00
67323;12/12/2019;Shopping Barra;Short Estampa;1;R$ 96,00;R$ 96,00
67323;12/12/2019;Shopping Barra;Mochila Estampa;2;R$ 277,00;R$ 554,00
67323;12/12/2019;Shopping Barra;Pulseira Linho;4;R$ 114,00;R$ 456,00
67324;12/12/2019;Salvador Shopping;Tênis Xadrez;1;R$ 259,00;R$ 259,00
67324;12/12/2019;Salvador Shopping;Pulseira;1;R$ 70,00;R$ 70,00
67325;12/12/2019;Palladium Shopping Curitiba;Relógio;1;R$ 200,00;R$ 200,00
67325;12/12/2019;Palladium Shopping Curitiba;Polo Listrado;2;R$ 149,00;R$ 298,00
67326;12/12/2019;Shopping União de Osasco;Pulseira;2;R$ 70,00;R$ 140,00
67326;12/12/2019;Shopping União de Osasco;Camisa Listrado;1;R$ 108,00;R$ 108,00
67327;12/12/2019;Shopping Center Interlagos;Camisa Gola V Xadrez;4;R$ 107,00;R$ 428,00
67328;12/12/2019;Passei das Águas Shopping;Tênis;1;R$ 250,00;R$ 250,00
67328;12/12/2019;Passei das Águas Shopping;Relógio;1;R$ 200,00;R$ 200,00
67329;12/12/2019;Ribeirão Shopping;Polo Estampa;2;R$ 138,00;R$ 276,00
67329;12/12/2019;Ribeirão Shopping;Calça Xadrez;4;R$ 185,00;R$ 740,00
67330;12/12/2019;Shopping Iguatemi Fortaleza;Camisa Liso;2;R$ 105,00;R$ 210,00
67330;12/12/2019;Shopping Iguatemi Fortaleza;Sunga Listrado;1;R$ 114,00;R$ 114,00
67331;12/12/2019;Shopping Vila Velha;Camisa Liso;2;R$ 105,00;R$ 210,00
67331;12/12/2019;Shopping Vila Velha;Relógio Liso;5;R$ 216,00;R$ 1.080,00
67333;12/12/2019;Passei das Águas Shopping;Sunga Estampa;2;R$ 120,00;R$ 240,00
67333;12/12/2019;Passei das Águas Shopping;Terno Estampa;4;R$ 706,00;R$ 2.824,00
67333;12/12/2019;Passei das Águas Shopping;Sapato Xadrez;1;R$ 368,00;R$ 368,00
67334;12/12/2019;Shopping Recife;Terno Liso;1;R$ 720,00;R$ 720,00
67334;12/12/2019;Shopping Recife;Tênis;4;R$ 250,00;R$ 1.000,00
67336;12/12/2019;Rio Mar Recife;Short Liso;4;R$ 108,00;R$ 432,00
67336;12/12/2019;Rio Mar Recife;Tênis Linho;4;R$ 294,00;R$ 1.176,00
67338;12/12/2019;Center Shopping Uberlândia;Calça Listrado;5;R$ 181,00;R$ 905,00
67339;12/12/2019;Parque Dom Pedro Shopping;Camisa Gola V;1;R$ 100,00;R$ 100,00
67340;12/12/2019;Salvador Shopping;Tênis Liso;5;R$ 266,00;R$ 1.330,00
67341;12/12/2019;Shopping Center Interlagos;Relógio Listrado;1;R$ 218,00;R$ 218,00
67342;12/12/2019;Shopping Iguatemi Fortaleza;Meia Liso;1;R$ 38,00;R$ 38,00
67344;12/12/2019;Shopping Barra;Sunga Xadrez;2;R$ 116,00;R$ 232,00
67345;12/12/2019;Passei das Águas Shopping;Calça Linho;2;R$ 211,00;R$ 422,00
67345;12/12/2019;Passei das Águas Shopping;Tênis Estampa;3;R$ 256,00;R$ 768,00
67345;12/12/2019;Passei das Águas Shopping;Meia;1;R$ 30,00;R$ 30,00
67348;12/12/2019;Rio Mar Shopping Fortaleza;Camisa Linho;1;R$ 141,00;R$ 141,00
67349;12/12/2019;Palladium Shopping Curitiba;Camisa Gola V Liso;1;R$ 118,00;R$ 118,00
67349;12/12/2019;Palladium Shopping Curitiba;Meia Xadrez;2;R$ 41,00;R$ 82,00
67350;12/12/2019;Shopping Vila Velha;Pulseira Xadrez;1;R$ 87,00;R$ 87,00
67350;12/12/2019;Shopping Vila Velha;Polo Liso;2;R$ 137,00;R$ 274,00
67350;12/12/2019;Shopping Vila Velha;Terno Xadrez;4;R$ 709,00;R$ 2.836,00
67350;12/12/2019;Shopping Vila Velha;Meia;3;R$ 30,00;R$ 90,00
67351;12/12/2019;Palladium Shopping Curitiba;Sunga Estampa;3;R$ 120,00;R$ 360,00
67352;12/12/2019;Shopping Recife;Terno Liso;3;R$ 720,00;R$ 2.160,00
67352;12/12/2019;Shopping Recife;Chinelo Liso;1;R$ 71,00;R$ 71,00
67355;12/12/2019;Parque Dom Pedro Shopping;Short;3;R$ 90,00;R$ 270,00
67355;12/12/2019;Parque Dom Pedro Shopping;Casaco;5;R$ 250,00;R$ 1.250,00
67356;12/12/2019;Palladium Shopping Curitiba;Calça;1;R$ 170,00;R$ 170,00
67356;12/12/2019;Palladium Shopping Curitiba;Cinto Listrado;3;R$ 214,00;R$ 642,00
67357;12/12/2019;Shopping Iguatemi Fortaleza;Camisa;2;R$ 100,00;R$ 200,00
67357;12/12/2019;Shopping Iguatemi Fortaleza;Short Xadrez;1;R$ 100,00;R$ 100,00
67358;12/12/2019;Center Shopping Uberlândia;Mochila Liso;1;R$ 276,00;R$ 276,00
67360;12/12/2019;Bourbon Shopping SP;Casaco;4;R$ 250,00;R$ 1.000,00
67361;12/12/2019;Rio Mar Recife;Polo Liso;2;R$ 137,00;R$ 274,00
67361;12/12/2019;Rio Mar Recife;Short Xadrez;3;R$ 100,00;R$ 300,00
67362;12/12/2019;Salvador Shopping;Meia Estampa;5;R$ 50,00;R$ 250,00
67362;12/12/2019;Salvador Shopping;Casaco Listrado;2;R$ 269,00;R$ 538,00
67362;12/12/2019;Salvador Shopping;Relógio Linho;2;R$ 240,00;R$ 480,00
67362;12/12/2019;Salvador Shopping;Polo Liso;1;R$ 137,00;R$ 137,00
67362;12/12/2019;Salvador Shopping;Short;3;R$ 90,00;R$ 270,00
67363;13/12/2019;Passei das Águas Shopping;Short Listrado;3;R$ 102,00;R$ 306,00
67363;13/12/2019;Passei das Águas Shopping;Camisa Xadrez;1;R$ 105,00;R$ 105,00
67364;13/12/2019;Shopping Midway Mall;Chinelo Linho;3;R$ 105,00;R$ 315,00
67365;13/12/2019;Shopping Vila Velha;Mochila Liso;1;R$ 276,00;R$ 276,00
67365;13/12/2019;Shopping Vila Velha;Camiseta Linho;3;R$ 223,00;R$ 669,00
67365;13/12/2019;Shopping Vila Velha;Short Listrado;1;R$ 102,00;R$ 102,00
67367;13/12/2019;Salvador Shopping;Meia;2;R$ 30,00;R$ 60,00
67367;13/12/2019;Salvador Shopping;Tênis Linho;5;R$ 294,00;R$ 1.470,00
67367;13/12/2019;Salvador Shopping;Cueca;2;R$ 50,00;R$ 100,00
67368;13/12/2019;Shopping Center Interlagos;Polo Linho;2;R$ 176,00;R$ 352,00
67369;13/12/2019;Ribeirão Shopping;Camiseta;1;R$ 180,00;R$ 180,00
67369;13/12/2019;Ribeirão Shopping;Relógio Linho;4;R$ 240,00;R$ 960,00
67369;13/12/2019;Ribeirão Shopping;Relógio Linho;2;R$ 240,00;R$ 480,00
67369;13/12/2019;Ribeirão Shopping;Terno Linho;1;R$ 750,00;R$ 750,00
67370;13/12/2019;Shopping Eldorado;Calça Estampa;1;R$ 177,00;R$ 177,00
